XR_002498777	LOC110674347
XM_021855385	LOC5568269
XM_001657916	LOC5568269
XM_001657915	LOC5568268
XM_001657914	LOC5568267
XM_001657913	LOC5568266
XM_001657912	LOC5568265
XR_002501792	LOC110678631
XM_001657911	LOC5568264
XM_021851200	LOC110678383
XM_021851201	LOC110678383
XM_021852611	LOC110678935
XM_021855063	LOC5568263
XM_021855064	LOC5568263
XM_021850187	LOC110677980
XM_021851722	LOC5568262
XR_002502411	LOC110679344
XM_001657908	LOC5568261
XM_001657906	LOC5568261
XM_001657905	LOC5568260
XM_021850601	LOC110678066
XM_021850602	LOC110678066
XM_001657903	LOC5568259
XM_021851909	LOC110678695
XM_001657902	LOC5568253
XM_001657900	LOC5568254
XM_001657901	LOC5568254
XM_001657899	LOC5568256
XM_001657898	LOC5568255
XM_021855282	LOC5574699
XM_021855283	LOC5574699
XM_001661548	LOC5574698
XM_001661547	LOC5574695
XM_021850165	LOC110677974
XM_021850163	LOC110677974
XM_021850164	LOC110677974
XM_001661544	LOC5574696
XM_001661543	LOC5574694
XM_021849706	LOC5570660
XM_021849989	LOC5578723
XM_011494851	LOC23687669
XM_021851563	LOC5571240
XM_021852420	LOC5571242
XM_021853335	LOC110679209
XM_021853667	LOC5571706
XM_021853665	LOC5571706
XM_021853666	LOC5571706
XM_021853668	LOC5571706
XM_021853670	LOC5571706
XM_021853673	LOC5571706
XM_021853674	LOC5571706
XM_021853671	LOC5571706
XM_021853672	LOC5571706
XM_021853675	LOC5571706
XR_002501994	LOC110678857
XR_002501995	LOC110678857
XR_002501993	LOC5574307
XR_002501561	LOC110678390
XR_002501944	LOC110678791
XM_021853663	LOC110679311
XR_002501581	LOC110678414
XM_021853547	LOC110679266
XR_002501721	LOC110678545
XM_021854366	LOC5569968
XM_021854367	LOC5569968
XR_002501436	LOC110678074
XM_001658806	LOC5569953
XM_001658805	LOC5569954
XM_001658803	LOC5569955
XM_001658802	LOC5569956
XM_001661094	LOC5574071
XM_001661095	LOC5574072
XM_001661096	LOC5574073
XM_021854303	LOC5574076
XM_021854304	LOC5574076
XM_021853326	LOC5574074
XM_021853332	LOC5574074
XM_021853327	LOC5574074
XM_021853328	LOC5574074
XM_021853333	LOC5574074
XM_021853329	LOC5574074
XM_021853331	LOC5574074
XM_021853334	LOC5574074
XM_021853330	LOC5574074
XR_002502187	LOC110679070
XR_002501899	LOC110678742
XR_002502285	LOC110679184
XM_021852288	LOC5574077
XM_021852289	LOC5574077
XM_001661101	LOC5574080
XR_002501240	LOC110677848
XM_021850497	LOC5568514
XM_021850496	LOC5568514
XM_021850498	LOC5568514
XM_021850499	LOC5568514
XM_021850495	LOC5568514
XM_001652292	LOC5568514
XM_001652293	LOC5568521
XR_002501397	LOC110678028
XR_002501396	LOC110678028
XM_021854147	LOC5568520
XM_011495061	LOC5568520
XM_021854148	LOC5568520
XR_002501638	LOC110678462
XM_021849721	LOC5568522
XM_001652297	LOC5568522
XM_021854371	LOC5568519
XM_021854374	LOC5568519
XM_021854372	LOC5568519
XM_021854373	LOC5568519
XM_021854375	LOC5568519
XR_002502557	LOC5563837
XR_002502556	LOC5563837
XR_002502065	LOC110678940
XR_002501872	LOC110678712
XM_001648102	LOC5563836
XR_002502250	LOC110679144
XM_021849552	LOC110677851
XM_021849554	LOC110677853
XM_021849553	LOC110677852
XM_021851109	LOC5566901
XM_021851110	LOC5566901
XM_021852977	LOC5566900
XM_021852976	LOC5566900
XM_021852973	LOC5566900
XM_021852974	LOC5566900
XM_021852975	LOC5566900
XM_021851175	LOC110678373
XM_001651263	LOC5566899
XM_001651261	LOC5566897
XM_001651260	LOC5566896
XM_001651259	LOC5566895
XM_021850887	LOC5566894
XM_021850888	LOC5566905
XM_001651256	LOC5566893
XM_021848668	LOC5566892
XR_002501122	LOC110677675
XM_001651254	LOC5566877
XM_021854622	LOC5566875
XM_021854623	LOC5566875
XM_021854619	LOC5566875
XM_021854621	LOC5566875
XM_021854620	LOC5566875
XM_021854624	LOC5566875
XM_021848992	LOC5566873
XM_021848991	LOC5566873
XR_002501160	LOC110677738
XM_021849665	LOC5566872
XM_021849669	LOC5566872
XM_021849666	LOC5566872
XM_021849668	LOC5566872
XM_021854768	LOC5566871
XM_021854766	LOC5566871
XM_021854765	LOC5566871
XM_021854764	LOC5566871
XM_021854770	LOC5566871
XM_021854772	LOC5566871
XM_021854773	LOC5566871
XM_021854769	LOC5566871
XM_021854767	LOC5566871
XM_021854771	LOC5566871
XM_001651247	LOC5566870
XM_001651246	LOC5566869
XM_001651245	LOC5566868
XM_021854380	LOC5566867
XM_021854682	LOC110679583
XR_002502427	LOC110679362
XM_001651243	LOC5566865
XM_001651242	LOC5566864
XM_021854687	LOC5566863
XM_021854691	LOC5566863
XM_021854692	LOC5566863
XM_021854690	LOC5566863
XM_021854689	LOC5566863
XM_021854688	LOC5566863
XM_021854694	LOC5566863
XM_021848591	LOC5566861
XR_002501101	LOC110677656
XM_001651236	LOC5566860
XM_001651235	LOC5566859
XM_001651234	LOC5566857
XM_021854745	LOC5566857
XM_001651232	LOC5566856
XM_001651231	LOC5566858
XM_001651230	LOC5566855
XM_001651229	LOC5566854
XM_001651227	LOC5566852
XM_021854744	LOC5566852
XM_021848912	LOC5566851
XR_002501153	LOC110677722
XR_002501152	LOC110677721
XR_002502157	LOC110679039
XR_002502040	LOC110678912
XM_001661598	LOC5574764
XM_001661597	LOC5574763
XM_021852446	LOC5574762
XM_021852445	LOC5574762
XM_021852440	LOC5574762
XM_021852438	LOC5574762
XM_021852444	LOC5574762
XM_021852436	LOC5574762
XM_021852437	LOC5574762
XM_021852443	LOC5574762
XM_021852442	LOC5574762
XM_021852439	LOC5574762
XM_021852435	LOC5574762
XM_021852441	LOC5574762
XM_021852434	LOC5574762
XM_021850889	LOC110678267
XM_021853778	LOC110679363
XM_001661595	LOC5574761
XM_021853309	LOC110679200
XM_011495301	LOC23687549
XM_001661594	LOC5574760
XM_001661593	LOC5574759
XM_021850890	LOC110678268
XR_002501907	LOC110678751
XM_021852038	LOC110678751
XM_021852036	LOC110678751
XM_021852037	LOC110678751
XM_001662453	LOC5576160
XM_001648872	LOC5564584
XM_021851859	LOC5564591
XM_021848910	LOC5564588
XM_001648875	LOC5564593
XR_002501151	LOC110677720
XM_001648876	LOC5564598
XM_001648877	LOC5564576
XM_001648879	LOC5564592
XM_021849384	LOC5564580
XM_021853770	LOC110679357
XM_021849064	LOC5564597
XM_021849065	LOC5564597
XM_021849067	LOC5564594
XM_021849069	LOC5564594
XM_021849066	LOC5564594
XM_021849068	LOC5564594
XR_002501167	LOC110677753
XR_002501168	LOC110677753
XM_021849070	LOC110677753
XR_002502067	LOC110678942
XM_021849166	LOC5564596
XM_021849169	LOC5564596
XM_021849168	LOC5564596
XM_021849167	LOC5564596
XM_021849170	LOC5564596
XM_021849173	LOC5564596
XM_021849171	LOC5564596
XM_021849175	LOC110677777
XM_021849176	LOC5564579
XM_001648885	LOC5564586
XM_001648887	LOC5564585
XM_001648888	LOC5564577
XM_021849174	LOC110677776
XM_021849177	LOC110677778
XM_021853151	LOC5564578
XM_021853150	LOC5564578
XR_002502241	LOC110679131
XM_001648890	LOC5564590
XM_021849779	LOC5564590
XM_001648891	LOC5564582
XM_021849780	LOC5564582
XR_002502318	LOC110679235
XM_001648892	LOC5564575
XM_001648893	LOC5564587
XM_021853036	LOC5564587
XM_021853037	LOC5564587
XM_021852929	LOC110679023
XM_021852930	LOC110679023
XM_021852931	LOC110679024
XM_021851809	LOC110678659
XR_002502386	LOC110679316
XM_021850891	LOC110678269
XM_001648894	LOC5564581
XM_001648895	LOC5564589
XR_002501425	LOC110678054
XM_021850125	LOC5579921
XM_001652157	LOC5579919
XM_001652159	LOC5579920
XM_001652160	LOC5579923
XM_021850185	LOC5579923
XM_001652161	LOC5579922
XM_001652162	LOC5579924
XM_021850223	LOC5579924
XM_021850265	LOC5579925
XM_001652163	LOC5579925
XM_021850266	LOC5579926
XM_001652166	LOC5579927
XM_001652167	LOC5579928
XR_002501366	LOC110677989
XM_001652168	LOC5579929
XM_021850268	LOC110677990
XM_021850270	LOC5564753
XM_001649058	LOC5564756
XM_021850269	LOC5564750
XM_001649057	LOC5564750
XM_001649056	LOC5564759
XM_001652172	LOC5579933
XM_001649053	LOC5564757
XM_001649051	LOC5564748
XM_001649050	LOC5564764
XM_001649048	LOC5564763
XM_021850271	LOC23687786
XM_001649047	LOC5564749
XR_002501367	LOC5564754
XR_002501368	LOC110677991
XM_001649045	LOC5564751
XM_001649044	LOC5564758
XM_001649043	LOC5564760
XM_001661769	LOC5575095
XM_001661768	LOC5575094
XM_021850281	LOC5575094
XR_002501370	LOC110677994
XM_001661767	LOC5575093
XM_021850892	LOC110678270
XM_021850893	LOC5575097
XM_001652223	LOC5568441
XR_002501573	LOC110678406
XR_002501427	LOC5568444
XM_021850569	LOC5568444
XM_021850573	LOC5568444
XM_021850566	LOC5568444
XM_021850568	LOC5568444
XM_021850571	LOC5568444
XM_021850570	LOC5568444
XM_021850574	LOC5568444
XM_021850567	LOC5568444
XM_021850572	LOC5568444
XM_001652227	LOC5568446
XM_021850591	LOC5568443
XR_002501430	LOC110678064
XM_001652229	LOC5568447
XM_021850603	LOC5568447
XM_021852473	LOC110678890
XM_021852472	LOC110678890
XR_002502021	LOC110678891
XM_021851088	LOC5568448
XR_002501449	LOC110678089
XM_001652231	LOC5568449
XM_021850671	LOC5568449
XM_021850666	LOC5568449
XM_021850668	LOC5568449
XM_021850669	LOC5568449
XM_021850667	LOC5568449
XM_021850670	LOC5568449
XM_021850684	LOC5568450
XM_021850774	LOC5568451
XM_001652234	LOC5568451
XM_021850775	LOC5568451
XR_002501460	LOC110678153
XM_001652236	LOC5568452
XM_001652235	LOC5568452
XM_021850885	LOC5568452
XM_021850886	LOC5568452
XR_002501474	LOC110678266
XM_021850930	LOC5568453
XM_021850928	LOC5568453
XM_001652237	LOC5568453
XM_021850929	LOC5568453
XM_021850931	LOC5568453
XM_001652238	LOC5568455
XM_021850951	LOC5568456
XM_001652239	LOC5568456
XM_001652240	LOC5568457
XM_021851017	LOC5568458
XM_021851016	LOC5568458
XM_021851019	LOC5568458
XM_021851018	LOC5568458
XM_021851020	LOC5568458
XM_021851022	LOC5568458
XM_021851021	LOC5568458
XM_021851031	LOC5577286
XM_021851030	LOC5577286
XM_021851026	LOC5577286
XM_021851027	LOC5577286
XM_021851028	LOC5577286
XM_021851029	LOC5577286
XM_021851032	LOC5577286
XM_021851033	LOC5577286
XM_021851034	LOC5577286
XR_002501497	LOC110678320
XM_021851040	LOC5577280
XM_021851039	LOC5577280
XM_021851038	LOC5577280
XM_021851041	LOC5577280
XM_021851043	LOC5577280
XM_021851042	LOC5577280
XM_021851044	LOC5577280
XR_002501499	LOC110678322
XM_021851078	LOC5577278
XM_021851082	LOC5577281
XM_001663269	LOC5577284
XR_002502338	LOC110679255
XR_002502339	LOC110679256
XM_021851727	LOC5571250
XM_001653497	LOC5571251
XM_001653496	LOC5571252
XM_021851152	LOC5571247
XR_002501788	LOC110678626
XM_021851738	LOC110678626
XM_021851737	LOC110678626
XR_002501914	LOC5571246
XM_001653493	LOC5571246
XM_021851208	LOC5571245
XM_021851211	LOC5571245
XM_021851209	LOC5571245
XM_021851213	LOC5571245
XM_021851205	LOC5571245
XM_021851206	LOC5571245
XM_021851207	LOC5571245
XM_021851212	LOC5571245
XM_021851210	LOC5571245
XR_002501555	LOC110678385
XM_001654420	LOC5573260
XM_001654421	LOC5573258
XM_001654422	LOC5573261
XM_021853779	LOC5573262
XM_021853140	LOC5573263
XM_001654425	LOC5573264
XM_021851982	LOC5573264
XM_021851511	LOC5573265
XM_001654428	LOC5573266
XM_021851352	LOC5573266
XM_011495239	LOC5573266
XM_021851351	LOC110678449
XM_021851765	LOC110678638
XM_021851766	LOC110678638
XM_021851767	LOC110678638
XR_002501798	LOC110678639
XM_021851769	LOC110678640
XM_021851768	LOC110678640
XR_002501799	LOC110678641
XM_021850894	LOC5573267
XM_021851383	LOC5573269
XM_021851384	LOC5576073
XR_002501629	LOC5576493
XM_021851376	LOC5576493
XM_021851375	LOC5576493
XM_021851377	LOC5576493
XM_021851379	LOC5576493
XM_021851373	LOC5576493
XM_021851374	LOC5576493
XM_021851378	LOC5576493
XM_001662639	LOC5576496
XM_021851381	LOC110678457
XM_021851382	LOC110678458
XM_021851380	LOC5576494
XM_021852290	LOC5576492
XM_001662634	LOC5576492
XR_002501971	LOC110678828
XM_001662633	LOC5576491
XR_002501662	LOC110678496
XM_021851751	LOC5574205
XM_001661212	LOC5574205
XM_001661211	LOC5574204
XM_021851493	LOC5574210
XM_021851492	LOC5574210
XM_021851491	LOC5574210
XM_021851490	LOC5574210
XM_021851494	LOC5574210
XM_021851495	LOC110678522
XR_002502072	LOC110678948
XR_002502071	LOC110678947
XR_002502288	LOC110679186
XR_002502287	LOC110679186
XM_021851618	LOC5574201
XR_002501756	LOC5574202
XR_002501757	LOC110678583
XM_001661207	LOC5574200
XM_021851908	LOC5574198
XM_001661205	LOC5574198
XR_002501762	LOC110678589
XR_002501763	LOC110678590
XR_002501764	LOC110678591
XM_001661204	LOC5574197
XM_001661203	LOC5574196
XM_021851646	LOC5574196
XM_001661202	LOC5574195
XR_002501767	LOC110678593
XM_021851645	LOC5574194
XM_021851644	LOC5574194
XM_021851639	LOC5574194
XM_021851636	LOC5574194
XM_021851637	LOC5574194
XM_021851642	LOC5574194
XM_021851638	LOC5574194
XM_021851640	LOC5574194
XM_021851643	LOC5574194
XM_021851641	LOC5574194
XM_021851635	LOC5574194
XM_001661201	LOC5574194
XM_021851634	LOC5574194
XM_021851633	LOC5574194
XM_001661200	LOC5574193
XM_021851655	LOC5574192
XM_001661198	LOC5574191
XM_021851793	LOC5574190
XM_021851794	LOC5574190
XM_021851792	LOC5574190
XM_021851791	LOC5574190
XM_001661197	LOC5574190
XM_001661196	LOC5574189
XM_001661195	LOC5574188
XM_001661194	LOC5574187
XM_021852354	LOC5574186
XR_002501406	LOC5574185
XR_002501405	LOC5574185
XM_001661191	LOC5574184
XM_021850895	LOC110678272
XM_001661190	LOC5574182
XM_021852287	LOC5574181
XM_021852285	LOC5574181
XM_001661189	LOC5574181
XM_021852286	LOC5574181
XM_001661187	LOC5574180
XM_021852300	LOC5574178
XM_021852299	LOC5574178
XM_021852302	LOC5574178
XM_021852298	LOC5574178
XM_021852301	LOC5574178
XR_002501973	LOC110678830
XM_021852311	LOC5574177
XM_021850896	LOC110678273
XM_021852320	LOC110678838
XM_021852319	LOC110678838
XM_021852323	LOC110678839
XM_021852324	LOC110678839
XM_021852322	LOC110678839
XR_002501518	LOC110678346
XM_021852336	LOC5574209
XM_001661180	LOC5574173
XR_002501979	LOC5574174
XM_021852339	LOC5574174
XM_021852338	LOC5574172
XM_001661176	LOC5574171
XM_021852356	LOC5574170
XM_001661175	LOC5574170
XM_001661174	LOC5574169
XM_001661173	LOC5574169
XM_021852398	LOC110678863
XM_001661172	LOC5574168
XM_021850897	LOC110678274
XR_002502007	LOC110678871
XM_021850898	LOC110678276
XM_021850899	LOC5575195
XR_002502012	LOC110678876
XR_002502011	LOC110678876
XR_002502009	LOC110678875
XR_002502010	LOC110678875
XM_021852426	LOC110678874
XM_021852425	LOC110678873
XR_002502008	LOC110678872
XM_021852421	LOC110678872
XM_021852423	LOC110678872
XM_021852424	LOC110678872
XM_001657449	LOC5567491
XM_021852455	LOC5567490
XM_021852453	LOC5567490
XM_021852450	LOC5567490
XM_021852454	LOC5567490
XM_021852456	LOC5567490
XM_021852457	LOC5567490
XM_021852452	LOC5567490
XM_021852451	LOC5567490
XM_021852460	LOC5567489
XM_001657446	LOC5567489
XM_021852458	LOC5567489
XM_021852459	LOC5567489
XM_001657447	LOC5567488
XM_001657444	LOC5567495
XM_021852465	LOC5567495
XM_001657442	LOC5567495
XM_001657445	LOC5567495
XM_021852467	LOC5567487
XM_001657440	LOC5567487
XM_001657439	LOC5567494
XM_001657438	LOC5567486
XM_021853884	LOC110679401
XM_001657437	LOC5567485
XM_021852629	LOC5567485
XR_002501498	LOC110678321
XM_001657435	LOC5567483
XM_021852555	LOC5567482
XM_021852557	LOC5567482
XM_021852556	LOC5567482
XM_021852558	LOC5567482
XM_021852554	LOC5567482
XM_001657431	LOC5567476
XM_021852585	LOC5567474
XM_021852584	LOC5567474
XM_021852918	LOC23687563
XM_021852227	LOC110678812
XM_021854012	LOC110679437
XM_001657428	LOC5567473
XM_001657427	LOC5567472
XR_002502106	LOC110678979
XM_021852762	LOC110678979
XM_021852761	LOC110678979
XR_002501825	LOC110678673
XM_001657426	LOC5567470
XM_021852764	LOC5567471
XM_021852765	LOC110678982
XM_001657423	LOC5567469
XM_021852775	LOC110678987
XM_021852786	LOC5567467
XM_021852787	LOC5567467
XM_021852788	LOC5567467
XM_021852789	LOC5567467
XM_021852791	LOC5567467
XM_021852801	LOC5567468
XM_021852800	LOC5567468
XM_021852797	LOC5567468
XM_021852795	LOC5567468
XM_021852794	LOC5567468
XM_021852798	LOC5567468
XM_021852796	LOC5567468
XM_021852802	LOC5567468
XM_021852793	LOC5567468
XM_001657420	LOC5567468
XM_021852792	LOC110678992
XM_021852807	LOC5567466
XM_001657418	LOC5567465
XM_001657417	LOC5567465
XR_002502366	LOC110679289
XR_002502122	LOC5567464
XM_001657415	LOC5567464
XM_001657414	LOC5567464
XM_001657413	LOC5567463
XR_002502124	LOC110679000
XR_002502125	LOC110679000
XM_021852843	LOC5567461
XM_021852842	LOC5567461
XM_021852849	LOC5567461
XM_021852845	LOC5567461
XM_021852844	LOC5567461
XM_021852848	LOC5567461
XM_021852846	LOC5567461
XM_021852847	LOC5567461
XM_001657410	LOC5567459
XM_021852861	LOC5567452
XM_001657408	LOC5567458
XM_001657407	LOC5567453
XM_021852888	LOC5571915
XR_002502136	LOC110679013
XM_021852916	LOC5571916
XM_021852921	LOC5571917
XM_021852920	LOC5571917
XM_021852919	LOC5571917
XM_021852925	LOC5571918
XM_021852924	LOC5571918
XM_021852926	LOC5571920
XM_001659967	LOC5571920
XM_021852934	LOC5571921
XM_001659968	LOC5571921
XM_021852936	LOC5571922
XM_021852949	LOC5571923
XM_021852946	LOC5571923
XM_021852947	LOC5571923
XM_021852948	LOC5571923
XM_001659971	LOC5571924
XM_001659972	LOC5571925
XM_001659973	LOC5571926
XM_021852950	LOC5571927
XM_001659974	LOC5571928
XM_001659976	LOC5571929
XM_021852956	LOC5571929
XM_021852957	LOC5571929
XM_001659977	LOC5571930
XM_001659978	LOC5571931
XR_002502160	LOC110679042
XR_002502159	LOC110679041
XM_021852970	LOC5571933
XM_021850901	LOC110678277
XR_002502162	LOC110679045
XR_002502164	LOC110679047
XR_002502163	LOC110679046
XR_002502161	LOC110679044
XM_021852972	LOC110679043
XM_021852971	LOC5569727
XM_001652898	LOC5569727
XM_021852978	LOC110679049
XM_001652900	LOC5569726
XM_001652902	LOC5569725
XM_021853021	LOC5569732
XR_002502602	LOC110679578
XM_021853052	LOC5569731
XM_001652905	LOC5569731
XM_021853053	LOC5569731
XR_002502206	LOC110679099
XR_002502421	LOC110679355
XR_002502422	LOC5569733
XR_002502069	LOC110678944
XR_002501983	LOC110678849
XM_001652908	LOC5569734
XM_021853086	LOC5569735
XM_001652910	LOC5569735
XM_001652909	LOC5569735
XM_021853097	LOC5569737
XM_021853098	LOC5569737
XM_021853110	LOC5569749
XM_021853109	LOC5569749
XM_021853108	LOC5569749
XM_021853107	LOC5569749
XM_021853106	LOC5569749
XM_001652913	LOC5569749
XM_001652914	LOC5569738
XM_001652915	LOC5569739
XM_021853113	LOC110679115
XR_002502225	LOC5569740
XR_002502230	LOC5569740
XR_002502231	LOC5569740
XR_002502224	LOC5569740
XR_002502223	LOC5569740
XR_002502228	LOC5569740
XR_002502227	LOC5569740
XR_002502226	LOC5569740
XR_002502229	LOC5569740
XM_021853127	LOC5569740
XM_021853123	LOC5569740
XM_021853126	LOC5569740
XM_021853122	LOC5569740
XM_021853128	LOC5569740
XM_021853125	LOC5569740
XM_021853124	LOC5569740
XM_001652917	LOC5569744
XR_002502232	LOC110679121
XM_001652919	LOC5569745
XM_011495100	LOC5569745
XM_021853133	LOC5569746
XM_021853134	LOC110679126
XM_021853138	LOC110674003
XM_021853139	LOC110674003
XR_002502236	LOC110679127
XM_021853152	LOC5566549
XM_021853154	LOC5566549
XM_021853153	LOC5566549
XM_021853155	LOC5566549
XR_002502242	LOC110679133
XR_002502387	LOC110679317
XM_001650893	LOC5566548
XM_021853171	LOC5566546
XM_021853170	LOC5566546
XM_021853168	LOC5566546
XM_021853173	LOC5566546
XM_021853174	LOC5566546
XM_021853172	LOC5566546
XM_021853175	LOC5566546
XM_021853169	LOC5566546
XM_021853209	LOC5566545
XM_001650889	LOC5566544
XM_021853238	LOC5566541
XM_021853236	LOC5566541
XM_021853237	LOC5566541
XM_021853239	LOC5566541
XM_021853235	LOC5566541
XM_021853227	LOC5566541
XM_021853226	LOC5566541
XM_021853228	LOC5566541
XM_021853229	LOC5566541
XM_021853230	LOC5566541
XM_021853231	LOC5566541
XM_021853232	LOC5566541
XM_021853234	LOC5566541
XM_001650888	LOC5566543
XM_001650887	LOC5566542
XM_001650885	LOC5566540
XR_002502268	LOC5566539
XM_021853243	LOC5566539
XM_001650884	LOC5566539
XM_021853242	LOC5566539
XM_021853241	LOC5566539
XM_021853244	LOC5566539
XR_002501791	LOC110678630
XM_021853251	LOC5566538
XM_021853252	LOC5566538
XM_021853248	LOC5566538
XM_021853250	LOC5566538
XM_021853249	LOC5566538
XM_001650881	LOC5566536
XM_021853257	LOC5566553
XM_021853254	LOC5566553
XM_021853255	LOC5566553
XM_021853256	LOC5566553
XM_001650880	LOC5566553
XR_002502273	LOC110679164
XM_001650879	LOC5566550
XR_002502278	LOC110679169
XM_001650878	LOC5566551
XM_001650877	LOC5566535
XM_001650875	LOC5566552
XM_021854282	LOC110679496
XR_002502439	LOC110679377
XR_002501935	LOC110678782
XR_002501936	LOC110678783
XM_021852470	LOC5563697
XM_021850902	LOC5563696
XM_001647936	LOC5563698
XM_021853573	LOC5563699
XM_021853590	LOC5563701
XM_021853591	LOC5563701
XM_021853592	LOC5563701
XM_021853831	LOC5563703
XM_001647929	LOC5563673
XM_021853601	LOC5563673
XM_021853633	LOC5563680
XM_021853634	LOC5563680
XR_002502377	LOC110679306
XM_001647925	LOC5563676
XM_021853682	LOC5563684
XM_021853683	LOC5563684
XM_001647924	LOC5563675
XM_001647923	LOC5563674
XR_002502388	LOC110679318
XM_021853686	LOC5563679
XM_021853766	LOC110679354
XR_002502420	LOC5563678
XR_002502463	LOC110679407
XR_002502041	LOC110678913
XM_001647915	LOC5563668
XM_001647914	LOC5563671
XM_001647913	LOC5563691
XM_021853840	LOC5563695
XM_021853842	LOC5563695
XM_021853843	LOC5563695
XM_021853844	LOC5563695
XM_021853841	LOC5563695
XM_021853845	LOC5563695
XM_001647910	LOC5563693
XM_001647911	LOC5563688
XM_021853870	LOC5563688
XM_001647909	LOC5563689
XM_001647908	LOC5563685
XM_021853892	LOC5563690
XM_021853891	LOC5563690
XM_021853889	LOC5563690
XM_021853888	LOC5563690
XM_021853887	LOC5563690
XM_021853885	LOC5563690
XM_021853886	LOC5563690
XM_001647905	LOC5563670
XM_001647904	LOC5563672
XM_021853905	LOC5563694
XM_021853918	LOC5563687
XM_021853916	LOC5563687
XM_021853915	LOC5563687
XM_021853911	LOC5563687
XM_021853914	LOC5563687
XM_021853913	LOC5563687
XM_021853912	LOC5563687
XM_021853919	LOC5563687
XR_002502464	LOC110679409
XR_002502465	LOC110679410
XM_001647900	LOC5563667
XM_001647899	LOC5563686
XR_002501867	LOC110678705
XR_002501608	LOC110678437
XR_002502525	LOC110679491
XM_021854016	LOC5568971
XM_021854015	LOC5568971
XM_001652581	LOC5568971
XM_021854017	LOC5568971
XM_021854018	LOC5568971
XM_021854019	LOC5568971
XM_021850903	LOC5568972
XM_021854034	LOC5568973
XM_021854035	LOC5568973
XM_001652579	LOC5568973
XR_002502493	LOC110679447
XM_001652578	LOC5568974
XM_021854032	LOC5568975
XM_001652577	LOC5568975
XM_001652576	LOC5568976
XM_001648966	LOC5564670
XR_002501871	LOC110678710
XM_001652574	LOC5568959
XM_021854058	LOC110679455
XM_021854063	LOC110679459
XM_021854062	LOC5568958
XM_021854071	LOC5568952
XM_001652572	LOC5568952
XM_001652571	LOC5568961
XM_021854088	LOC5568949
XM_021854087	LOC5568949
XM_021854086	LOC5568949
XM_021854089	LOC5568949
XM_021854091	LOC5568949
XM_021854093	LOC5568949
XM_021854090	LOC5568949
XM_021854094	LOC5568949
XM_021854092	LOC5568949
XR_002502508	LOC110679463
XR_002502507	LOC110679462
XM_021854102	LOC5568965
XM_021854103	LOC5568965
XM_001652568	LOC5568965
XM_021854097	LOC5568954
XM_021854096	LOC5568954
XM_021854101	LOC5568954
XM_021854095	LOC5568954
XM_021854099	LOC5568954
XM_021854100	LOC5568954
XM_021854098	LOC5568954
XM_001652566	LOC5568960
XM_021854114	LOC5576161
XM_001652563	LOC5576161
XM_001652562	LOC5568951
XM_001652561	LOC5568951
XM_021854149	LOC5576162
XM_001662460	LOC5576162
XM_021854150	LOC5576162
XM_021854158	LOC5571620
XM_021854159	LOC5571620
XM_021854160	LOC5571620
XM_001659766	LOC5571621
XM_001659764	LOC5571619
XR_002502517	LOC110679477
XM_001659763	LOC5571618
XM_021850904	LOC5571617
XM_001659761	LOC5571613
XM_021854176	LOC5571616
XM_001659759	LOC5571614
XM_001659758	LOC5571615
XM_001659757	LOC5571609
XM_001659756	LOC5571610
XM_001659755	LOC5571611
XM_021854188	LOC5571607
XM_001659752	LOC5571607
XM_021854187	LOC5571607
XM_001659753	LOC5571607
XM_001659751	LOC5571612
XR_002502520	LOC110679483
XR_002501194	LOC110677787
XM_001649763	LOC5565427
XM_001649762	LOC5565431
XR_002501668	LOC110678510
XM_001649760	LOC5565435
XM_021854471	LOC5565435
XM_021854470	LOC5565435
XR_002502686	LOC110679656
XR_002502594	LOC110679565
XM_001649759	LOC5565434
XM_021854630	LOC5565429
XM_021854629	LOC5565429
XM_021854686	LOC5565428
XM_001649756	LOC5565423
XM_001649754	LOC5565426
XM_021854774	LOC5565425
XM_021854775	LOC110679592
XM_001649750	LOC5565452
XM_021854803	LOC5565451
XM_001649748	LOC5565443
XM_001649747	LOC5565445
XR_002502624	LOC5565444
XR_002502623	LOC5565444
XR_002502622	LOC5565444
XR_002502625	LOC5565460
XR_002502626	LOC110679601
XM_001649743	LOC5565447
XR_002502627	LOC5575747
XR_002502563	LOC110679531
XM_001649740	LOC5565440
XM_001649739	LOC5565440
XM_001649738	LOC5565450
XM_001649737	LOC5565449
XM_001649736	LOC5565454
XM_001649734	LOC5565453
XM_001649733	LOC5565420
XM_021854821	LOC5565442
XM_021854830	LOC5565437
XM_021854829	LOC5565437
XM_001649730	LOC5565437
XM_021854831	LOC5565437
XM_021854832	LOC5565437
XM_001649729	LOC5565448
XR_002502634	LOC110679606
XM_021854846	LOC5565439
XM_021854845	LOC5565439
XM_021854839	LOC5565439
XM_021854840	LOC5565439
XM_021854842	LOC5565439
XM_021854841	LOC5565439
XM_021854844	LOC5565439
XM_021854843	LOC5565439
XR_002502635	LOC110679607
XM_021854838	LOC5565422
XM_001649726	LOC5565421
XM_011494814	LOC5565441
XR_002502636	LOC110679608
XM_021854853	LOC5565417
XM_021854855	LOC5565417
XM_021854856	LOC5565417
XM_001649723	LOC5565417
XM_021854858	LOC5565417
XM_021854854	LOC5565417
XM_021854857	LOC5565417
XM_021850905	LOC5565436
XR_002502637	LOC5565416
XM_021854862	LOC110679609
XM_021854860	LOC110679609
XM_021854863	LOC110679609
